Old Oak Farms,Michigan Russet Potatoes,,,110,0,0,0,0,1,potato
M&M Meat Shops,Stuffed Ham and Swiss Chicken Burgers,,,290,153,17,7,0,1,burger
New York Style,"Bagel Crisps, Roasted Garlic","Original, Roasted Garlic","Wheat Flour, Palm Oil, Salt, Garlic Powder, Sugar, Oat Fiber, Vinegar, Yeast, Malted Barley Flour, Beta Carotene,Color, Soy Lecithin",120,40,4.5,2,7,6,chips
Food Club,"Fruit Salad, Tropical",Tropical,"Papaya,Red & Yellow, Pineapple, Water, Sugar, Citric Acid, Ascorbic Acid,Vitamin C to Protect Color and Natural Flavor",70,0,0,0,4,1,cup
Martin's,1% Lowfat Milk,,,100,20,2.5,1.5,16,1,cup
Pasta Factory,Tri-Color Cheese Tortellini,,"Durum Wheat, Ricotta Cheese,Pasteurized Whey, Cream, Vinegar & Salt, Eggs, Water, Bread Crumbs,High Gluten Flour, Water, Salt, Yeast, Vegetable Shortening, Soybeans, Cottonseed Oil, Spinach, Romano Cheese,Pasteurized Cow's Milk, Culture, Rennet, Salt, Tomato Paste, Parmesan Cheese,Part Skim Cow's Milk, Cheese Cultures, Salt, Rennet, Soybean Oil, Parsley, Salt, Spinach Powder, Tomato Powder, Margarine,Liquid Soybean Oil, Partially Hydrogenated Soybean Oil, Water, Salt, Soy Lecithin, Vegetable Mono & Diglycerides, Potassium Sorbate and Citric Acid Added as Preservatives, Artificially Flavored, Colored with Beta Carotene, Vitamin A Palmitate Added, Beet Powder, Sugar, Spices",260,50,6,2,4.5,24,tortellini
Marie Callender's Grocery,Blackberry Cobbler,,"Filling: Marion Blackberries, Sugar, Water, Apples, Modified Food Starch, Corn Starch, Salt Crust: Enriched Wheat Flour,Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Vegetable Shortening,Partially Hydrogenated Soybean Oil, Water, Dextrose, Salt, Sodium Metabisulfite",330,170,19,4,8,0.12,cobbler
Pompeian,Infused Balsamic Vinegar,,,10,0,0,0,32,1,tbsp
Crown Prince,"Shrimp, Broken",Broken,"Peeled Shrimp Water, Salt, Sugar, Citric Acid, Calcium Disodium EDTA, Sodium Pyrophosphate, Sodium Metabisulfite",60,5,0,0,2,0.5,ea
Chex Mix,"Trail Mix, Chocolate Caramel",,,150,90,10,2.5,13,0.25,cup
365 Everyday Value,Feta Cheese,,,60,35,4,2.5,16,1,oz
McCormick,Mesquite Marinade,,"Salt, Sugar, Modified Corn Starch, Maltodextrin, Tomato Powder, Spices,Including Red Pepper, Garlic, Grill Flavor,From Partially Hydrogenated Cottonseed and Soybean Oil,Adds an Insignificant Amount of Trans Fat, Natural Flavor, Onion, Silicon Dioxide,Added to Make Free Flowing, and Extractives of Paprika",10,0,0,0,8,1,tsp dry mix
Lucerne,"Sour Cream, Light",,,35,20,2,1.5,15,2,tbsp
H-K Anderson,"Pretzel Thins, Garlic Parmesan",,,120,25,2.5,0,7,9,pretzels
Market Pantry,"Fruit Flavored Snacks, Mixed Fruit",Mixed Fruit,"Fruit Juice from Concentrate,Apple, Pear, Corn Syrup, Sugar, Modified Corn Starch, Gelatin, Sorbitol, Citric Acid, Natural and Artificial Flavors, Sodium Citrate, Ascorbic Acid,Vitamin C, Sodium Ascorbate,Vitamin C, Mineral Oil,Adds a Trivial Amount of Fat, Carnauba Wax,Adds a Trivial Amount of Fat, Red 40, Yellow 6, Blue 1",80,0,0,0,50,1,pouch
Cavendish,Potato Patties,,,130,0,8,1,0,1,patty
Stone Mountain,Chili Beans,,"Prepared Pinto Beans, Water, Salt, Food Starch-Modified, Tomato Paste, Corn Syrup, Spice, Mustard, Onion Powder, Garlic Powder, Soybean Oil",90,5,0,0,4.5,125,G
Food Should Taste Good,"Brown Rice Crackers, Peppercorn Blend",,,130,35,3.5,0.5,4.5,10,crackers
Great Value,"Soup, Condensed, Vegetarian Vegetable","Condensed, Vegetarian Vegetable","Water, Rehydrated Potatoes, Carrots, Peas, Corn, High Fructose Corn Syrup, Tomato Paste, Green Beans, Modified Cornstarch, Enriched Macaroni Product,Enriched Wheat Flour,Wheat Flour, Niacin, Ferrous Sulfate, Thiamin Mononitrate, Riboflavin, Folic Acid, Egg Whites, Contains 2% or Less of: Celery, Salt, Monosodium Glutamate, Dehydrated Onions, Autolyzed Yeast Extract, Onion Powder, Natural Flavors, Dehydrated Garlic, Citric Acid, Caramel Color, Extractives of Paprika, Spices",90,5,0,0,2.5,0.5,cup
Windmill Farms Grain & Garden,Red Raspberry Jam,,,50,0,0,0,32,1,tbsp
Mrs. Budd's,"White Meat Chicken Pie, with Broccoli, Carrots and Pearl Onions.","with Broccoli, Carrots and Pearl Onions.","Chicken Broth, White Chicken Meat,Chicken Breast Meat, Water, Modified Food Starch, Salt and Sodium Phosphate, Wheat Flour, Partially Hydrogenated Vegetable Shortening,Soybean and Cottonseed Oils, Broccoli, Carrots, Water, Pearl Onions, Modified Food Starch, Rendered Chicken Fat, Margarine,Liquid Soybean Oil, Partially Hydrogenated Soybean Oil, Water, Salt, Lecithin, Mono & Diglycerides, Sodium Benzoate Added as a Preservative, Salt, Sugar, Sweet Dry Whey, Monosodium Glutamate, Flavorings, Hydrolyzed Soy Protein, Maltodextrin, Nonfat Dry Milk, Sodium Propionate, Autolyzed Yeast, Dried Whole Eggs, Dehydrated Chicken Broth, Spices, Dehydrated Chicken Meat, Lecithin, and Soluble Turmeric",310,140,16,5,2,1,cup
El Mexicano,"Beans, Pinto",Pinto,Pinto Beans,60,0,0,0,25,36,G
High Country Kombucha,"Kombucha, Elderberry Hibiscus",Elderberry Hibiscus,"Organic Kombucha Tea,Kombucha is a Culture, Fermented in a Base of Purified Water, Organic Tea and Organic Sugar Cane and The Following Organic Herbs: Elderberry, Hibiscus, Orange Peel, Chamomile and Vanilla Bean Organic Acids: Glucuronic Acid, Lactic Acid, Acetic Acid Probiotic Content: Gluconacetobacter Obediens, Dekkera Anormala, Dekkera Bruxellensis, Z Kornbuchaensis Gluten free",15,0,0,0,4,4,oz
Trident,"Layers Sugar Free Gum, Jelly Bean",,,3,0,0,0,14,1,stick
Great Value,Beef Burgers,,,290,200,23,9,8,1,burger
Eat Smart,"Kettle Pops, Light Caramel Glaze, Pre-Priced","Light Caramel Glaze, Pre-Priced","Organic Rice Syrup, Organic Popcorn, Organic Sugar, Organic Molasses, 100% Expeller Pressed Organic Canola Oil, Baking Soda, Salt, Soy Lecithin,an Emulsifier, Natural Flavor",110,10,1,0,8,0.66,cup
Mateos,"Gourmet Salsa, Verde, Medium","Verde, Medium","Tomatillos,Green Tomatillos, Water, Salt, Citric Acid, Diced Tomatoes,Diced Tomatoes, Tomato Juice, Tomato Puree, Calcium Chloride, Citric Acid, Water, Yellow Onions, Green Onions, Sugar, Fresh Cilantro, Jalapeno Peppers, Cumin, Serrano Peppers, Salt, Dehydrated Garlic, Garlic Powder, Jalapeno Powder, Spices",10,0,0,0,14,2,tbsp
Divine Organics,Sun-Dried White Mulberries,,,91,7,0,0,7,1,oz
Hannaford,Orange Juice,,"Filtered Water, Orange Juice Concentrate",110,0,0,0,8,8,fl oz
Parent's Choice,"Squeezable Fruit, Apple Cherry & Pear",,,100,0,0,0,1,1,pouch
Van de Kamp's,"Crispy Halibut Fillets, Golden Battered",Golden Battered,"Halibut, Water, Wheat Flour, Partially Hydrogenated Soybean Oil with TBHQ Added to Protect Flavor, Degermed Yellow Low Corn Flour, Enriched Wheat Flour,Flour, Niacin, Ferrous Sulfate, Thiamin Mononitrate, Riboflavin, Folic Acid, Corn Starch-Modified, Sugar, Leavening,Sodium Acid Pyrophosphate, Baking Soda, Monocalcium Phosphate, Salt, Monosodium Glutamate, Dextrose, Sodium Tripolyphosphate,to Retain Fish Moisture",240,110,12,2,3,3,fillets
Unknown,"Bagels, Multigrain",,,290,27,3,0.3,4,1,bagel
S&B,"Sauce with Vegetables, Golden Curry, Hot","Golden Curry, Hot","Water, Vegetables,Potato, Onion, Carrot, Edible Oils,Palm Oil, Canola Oil, Wheat Flour, Sugar, Curry Powder, Hydroxypropyl Distarch Phosphate, Salt, Yeast Extract, Spices, Caramel, Apple Vinegar, Dried Bonito Powder, Dextrin",240,130,15,9,1,1,package
Giant,French Artisan Rolls,,,140,0,0,0,8,1,roll
Cali Water,Cactus Water with Prickly Pear,,,35,0,0,0,1,1,box
Rockstar,Energy Drink,,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sodium Citrate, Caffeine, Calcium Lactate Pentahydrate, Benzoic Acid, Sorbic Acid, Acesulfame Potassium, Sucralose, Panax Ginseng Extract, Pantothenic Acid, Niacinamide, Purple Sweet Potato Juice Extract, Black Carrot Juice Concentrate, Elderberry Extract Concentrate, Pyridoxine Hydrochloride, Red Cabbage Juice Concentrate, Folic Acid, Cyanocobalamin",10,0,0,0,1,12,oz
Oberto,"Pork Jerky, BBQ Seasoned",BBQ Seasoned,"Pork, Brown Sugar, Less than 2% of Salt, Corn Syrup, Hydrolyzed Soy Protein, Tomato Paste, Flavorings, Pineapple Juice Concentrate, Natural Smoke Flavor, Vinegar, Water, Molasses, Soy Sauce,Soybeans, Wheat, Salt, Caramel Color, Citric Acid and Sodium Nitrite",80,15,1,0,3,1,oz
Frys,"Milk, 2% Reduced Fat",,,120,45,5,3,16,8,fl oz
Wholesome Goodness,Tuxedo Snack Mix,,,185,99,11,5,0,1,package
Optimum,100% Whey Protein,,,120,15,1.5,1,28,1,rounded scoop
Pressed Juicery,"Juice Beverage, Apple Lemon Ginger Cayenne Pepper",,,110,0,0,0,2,1,cup
Raley's,Mini Lemon Bundt Cake,,,210,80,9,2.5,8,1,mini lemon bundt cake
Nice!,"Cashews, Halves & Pieces Roasted",,,190,130,14,2.5,8,0.25,cup
La Mexicana Grocery,"Salsa, Original Gourmet, Mild","Original Gourmet, Mild","Fresh Diced Tomatoes, Fresh Chopped Assorted Peppers, Fresh Diced Onions, Fresh Chopped Cilantro, Salt, Crushed Garlic, Citric Acid, Assorted Spices, Sodium Metabisulfite,as a Preservative, Ascorbic Acid, Potassium Sorbate,as a Preservative, Sodium Benzoate,as a Preservative",10,0,0,0,48,2,tbsp
Carb Boom,"Energy Gel, Banana Peach",Banana Peach,"Maltodextrin,Complex Carbohydrate, Water, Banana Puree, Peach Puree, Citric Acid, Potassium Citrate, Sea Salt, Potassium Sorbate and Sodium Benzoate,to Retard Spoilage",110,0,0,0,24,1,pack
Eggo,"Pancakes, Chocolate Chip",Chocolate Chip,"Enriched Flour,Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Vitamin B1,Thiamin Mononitrate, Vitamin B2,Riboflavin, Folic Acid, Water, Sugar, Soybean and/or Canola Oil, Semisweet Chocolate,Sugar, Chocolate, Cocoa Butter, Dextrose, Chocolate Processed with Alkali, Soy Lecithin, Artificial Flavor, Eggs, Contains 2% or Less of Leavening,Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate, Salt, Fructose, Artificial Flavor, Whey, Cornstarch, Soy Lecithin Vitamins and Minerals: Vitamin A Palmitate, Reduced Iron, Niacinamide, Vitamin B12, Vitamin B6,Pyridoxine Hydrochloride, Vitamin B1,Thiamin Hydrochloride, Vitamin B2,Riboflavin",270,80,9,2,4,3,pancakes
Private Selection,Shortbread Tartlet Shells,,,120,50,6,4,5,3,pastry cups
La Duena,Medallones Poblanos,,,370,100,22,5,2.5,6,pieces
Market Pantry,100% Pure Squeezed Orange Juice,,,110,0,0,0,7,8,fl oz
Marketside,"Dressing, Sesame Ginger Dressing All Natural",Sesame Ginger Dressing All Natural,"Soybean Oil,High Fructose Corn Syrup, Water, Soy Sauce,Water, Soybeans, Wheat, Salt, Vinegar, Sesame Oil, Sugar, Peach Or Apricot Puree, Rice Vinegar, Cultured Dextrose, Lemon Juice from Concentrate, Food Starch-Modified, Dehydrated Red Bell Pepper, Sesame Seeds, Xanthan Gum, Salt, Onion, Garlic, Citric Acid, Spice Contains: Soy, Sesame Seeds, Wheat",100,70,8,1,14,30,G
Green Giant,Steamers Basil Vegetable Medley,,"Cauliflower, Carrots, Sugar Snap Peas, Water, Butter, Salt, Corn Starch, Gelatin, Sugar, Fructose, Basil, Spice, Xanthan Gum, Natural Flavor, Annatto Extract Color",45,5,0.5,0,2.5,1.33,cup frozen
Taste of Inspirations,"Nonfat Greek Yogurt, Classic Cherry Fruit on the Bottom",,,120,0,0,0,1,1,container
Food Club,Ziti,,"Durum Wheat Semolina,Enriched with Iron,Ferrous Sulfate and B Vitamins,Niacin, Thiamin Mononitrate, Riboflavin, Folic Acid",200,10,1,0,8,0.67,cup dry
Goodbites,Raw Chocolate Truffle,,,200,90,10,5,5,8,truffles
Rudy's Farm,Sausage Biscuits,,,280,170,19,7,10,1,package
Popcornopolis,"Popcorn, Almond Caramel",,,140,60,7,4.5,11,1,oz
The Deli Counter,"Turkey Breast, Oven Roasted Shaved, with Broth","Oven Roasted Shaved, with Broth","Turkey Breast Meat, Turkey Broth, Contains 2% or Less Potassium Lactate, Salt, Modified Food Starch, Sugar, Sodium Phosphate, Carrageenan, Sodium Diacetate, Flavoring",50,5,0,0,4,2,oz
ShopRite,"Pork Roll, Mild, Hickory Smoked, Slices","Mild, Hickory Smoked, Slices","Pork, Salt, Sugar, Sodium Nitrate, Sodium Nitrite",130,100,11,5,4,1,slice
Bread du Jour,Italian Rolls,,"Enriched Wheat Flour,Flour, Barley Malt, Ferrous Sulfate,Iron, B Vitamins,Niacin, Thiamine Mononitrate,B1, Riboflavin,B2, Folic Acid, Water, Yeast, High Fructose Corn Syrup Contains 2% or Less of: Wheat Gluten, Salt, Soybean Oil, Calcium Sulfate, Dough Conditioners,May Contain: Sodium Stearoyl Lactylate, Ethoxylated Mono and Diglycerides, Mono and Diglycerides, Calcium Iodate, Sorbic Acid, Calcium Dioxide and/or Datem, Yeast Nutrients,May Contain: Monocalcium Phosphate, Ammonium Chloride, Calcium Carbonate and/or Ammonium Sulfate, Cornstarch, Wheat Starch, Guar Gum, Whey, Soy Flour, Vinegar, Enzymes, Calcium Propionate,to Retain Freshness, Soy Lecithin",90,5,0,0,10,1,roll
Dean's,Mint Chocolate Chip Ice Cream,,,150,80,9,6,12,0.5,cup
Casa Cardenas,Assorted Gelatin,,,25,0,0,0,1,1,unit
My Essentials,Chunk Light Tuna,,,50,5,0.5,0,5,0.25,cup drained
Chobani,"Yogurt, Greek, Low-Fat, Very Berry","Greek, Low-Fat, Very Berry","Cultured Pasteurized Nonfat Milk, Cream, Evaporated Cane Juice, Strawberries, Blueberries, Blackberries, Raspberries, Locust Bean Gum, Natural Flavors, Pectin, Fruit and Vegetable Juice,for Color, Vitamin D3 Live and Active Cultures: S Thermophilus, L Bulgaricus, L Acidophilus, Bifidus and L Casei Gluten free",100,15,1,1,4,1,cup
Schwan's Butcher's Cut,USDA Choice Top Sirloin Steak,,,360,210,23,11,4,7,oz
Edy's,"Ice Cream, Peanut Butter with Peanut Butter Cookie Pieces",Peanut Butter with Peanut Butter Cookie Pieces,"Milk, Skim Milk, Cream, Peanut Butter Cookies,Enriched Flour,Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folate, Margarine,Partially Hydrogenated Soybean Oil, Water, Salt, Lecithin, Mono and Diglycerides, Beta Carotene Color, Artificial Butter Flavor, Vitamin A Palmitate, Maltitol, Sorbitol, Peanuts, Peanut Butter,Peanuts, Hydrogenated Canola and Cottonseed Oils, Salt, Polydextrose, Maltodextrin, Leavening,Ammonium Bicarbonate, Sodium Bicarbonate, Whey Protein, Natural and Artificial Flavor, Datem, Sodium Stearoyl Lactylate, Soy Lecithin, Aspartame, Hydrogenated Cottonseed Oil, Caramel Color, Acesulfame Potassium, Annatto Color, Peanuts, Maltodextrin, Sorbitol, Polydextrose, Whey Protein, Mono and Diglycerides, Salt, Cellulose Gum, Partially Hydrogenated Palm Oil, Cellulose Gel, Yellow No 5, Carrageenan, Red No 40, Yellow No 6, Aspartame, Sunett Acesulfame Potassium, Vitamin A Palmitate, Blue No 1",130,50,6,2,16,62,g
Nice!,"Chicken Wings, Sriracha Glazed",,,170,90,10,2.5,2.5,3,oz edible portion
PotatoFinger,"Potato Chips, Lightly Salted",Lightly Salted,"Potatoes, Vegetable Oil,Contains One or More of the Following: Cottonseed, Canola, or Corn Oil, salt",150,90,9,3,8,1,oz
Tofurky,"Meatless Kielbasa, Meat Free",,,240,108,12,1,0,1,sausage
Nature's Own,"Sandwich Rounds, 100% Whole Grain",100% Whole Grain,"Whole Wheat Flour, Water, Sugar, Yeast, Oat Fiber, Wheat Gluten, Contains 2% or Less of Each of the Following: Modified Wheat Starch, Flax Seeds, Salt, Cultured Wheat Starch, Wheat Bran, Soybean Oil, Whole Rye Flour, Rolled Oats, Dough Conditioners,Contains One or More of the Following: Sodium Stearoyl Lactylate, Calcium Stearoyl Lactylate, Monoglycerides and/or Diglycerides, Calcium Peroxide, Calcium Iodate, DATEM, Ethoxylated Mono- and Diglycerides, Azodicarbonamide, Barley Flakes, Triticale Flour, Sunflower Seed, Vinegar, Whole Amaranth Seeds, Monocalcium Phosphate, Guar Gum, Calcium Sulfate, Amaranth, Hulled Whole Millet, Kamut, Whole Brown Rice Flour, Whole Buckwheat Flour, Whole Milled Corn, Whole Spelt Flour, Reb A,Natural Stevia Leaf Sweetener",100,10,1,0,8,1,roll
Campbell's,"Skillet Sauces, Sesame Chicken",,,40,0,0,0,5,0.25,cup
Giant,"Cottage Cheese, Small Curd, 1% Milkfat, Lowfat, No Salt Added","Small Curd, 1% Milkfat, Lowfat, No Salt Added","Cultured Nonfat Milk, Nonfat Milk, Cream, Salt, Grade A Whey, Food Starch - Modified, Artificial Color, Guar Gum, Sorbic Acid,A Mold Inhibitor, Citric Acid, Carrageenan, Natural and Artificial Flavors, Locust Bean Gum, Phosphoric Acid, Sodium Phosphate, Potassium Phosphate, Vitamin A Palmitate, Enzymes",85,10,1,0,3,0.5,cup
Wegmans,"Swiss Crepes, Assorted",Assorted,"Sugar, Wheat Flour, Hazelnuts, Vegetable Oil,Palm Kernel, Palm, Coconut, Cocoa Liquor, Cocoa Powder, Egg Yolk Powder,from Free-Range Organic Eggs, Emulsifying Agent: Soya Lecithin, Roasted Coffee, Salt, Natural Vanilla Flavor",160,80,9,4,5,8,pieces
Private Selection,"Swiss Bar, Milk Chocolate with Ground Hazelnuts",,,220,130,14,8,2.5,4,squares
Brew Pub Pizza,"Lotzza Motzza, Sausage & Pepperoni Pizza",,,400,190,22,10,10,0.2,pizza
Hanover,Baked Beans,,,130,0,0,0,6,0.5,cup
Beech-Nut,"Apples & Bananas, Stage 2",Stage 2,"Apples, Water Necessary for Preservatives, Fully Ripened Bananas, Citric Acid and Ascorbic Acid,Vitamin C",60,0,0,0,0,1,jar
Color-a-Cookie,"Hand Decorated MLB Cookies, Boston Red Sox",Boston Red Sox,"Flour, Palm Shortening, Sugar, Corn Starch, Honey, Water, Skim Milk Powder, Egg Powder, Natural and Artificial Flavors, Salt, Soy Lecithin, Sodium Bicarbonate, Egg White Powder, Colors,Titanium Dioxide, Blue 1, Blue 2, Red 3, Red 40, Yellow 5, Yellow 6",220,80,8,4,24,1,cookie
Farmland,Naturally Hickory Smoked Classic Cut Bacon,Hickory Smoked,"Cured with; Water, Salt, Sugar, Sodium Phosphate, Sodium Erythorbate, Sodium Nitrite",80,60,7,3,10,2,pan fried slices
Hannaford,Buffalo-Style Chicken Strips,,,200,100,11,2,8,3,oz
Hormel,"Chicken, White & Dark, In Water","White & Dark, In Water","White and Dark Chicken, Water, Salt, Modified Potato Starch, Sodium Phosphates",70,25,3,1,4,2,oz
McCutcheon's,Apple Butter,,,30,0,0,0,14,1,tbsp
Good Sense,Dried Cherries & Glazed Walnuts,,,140,80,8,1,3,0.25,cup
Sanders,Dark Chocolate Almonds,,,210,140,16,6,4.5,1.4,oz
Good Sense,"Best Fiber Powder, Fiber Supplement",,,15,0,0,0,62,2,tsp
Red Island,"Olive Oil, Extra Virgin, Cold Pressed, Bread & Salads","Extra Virgin, Cold Pressed, Bread & Salads",100% Australian Extra Virgin Olive Oil,130,130,14,2,33,1,tbsp
Libby's,"Corn, Whole Kernel Sweet",,,60,15,1.5,0,3,0.5,cup
Cave Man,Chicken Jerky,,,60,15,1.5,0,3,1,oz
California Pizza Kitchen Grocery,"Pizza, Crispy Thin Crust, Hawaiian Recipe","Crispy Thin Crust, Hawaiian Recipe","Wheat Flour, Shredded Reduced Fat Reduced Sodium Mozzarella Cheese,Pasteurized Part-Skim Milk, Nonfat Milk, Modified Food Starch,Ingredient Not in Regular Mozzarella Cheese, Cheese Culture, Salt, Potassium Chloride,Ingredient Not in Regular Mozzarella Cheese, Natural Flavor,Ingredient Not in Regular Mozzarella Cheese, Annatto,Color, Vitamin A Palmitate, Enzymes, Water, Cooked Smoked Ham Water Added, Hickory Smoke Flavor Added,Cured with: Water, Salt, Potassium Lactate, Sugar, Sodium Phosphate, Smoke Flavoring, Sodium Ascorbate, Sodium Nitrite, Pineapple, Tomatoes, Tomato Juice, Tomato Paste, Partially Hydrogenated Soybean Oil, Contains Less than 2% of Soybean Oil, Sugar, Soy Lecithin, Cornmeal, Olive Oil, Garlic, Salt, Yeast, Malted Barley Flour, Dextrose, Baking Soda, Sodium Aluminum Phosphate, Enzymes, Potassium Sorbate,Preservative, Citric Acid, Flavor, Sodium Citrate, Xanthan Gum, Beta Carotene,Color",350,100,12,5,1,1,pizza
Meijer,"Cottage Cheese, Large Curd, 4% Milkfat Min.","Large Curd, 4% Milkfat Min.","Grade A Cultured Nonfat Milk, Cream, Salt, Potassium Sorbate,a Mold Inhibitor, Guar Gum, Mono & Diglycerides, Carrageenan, Polysorbate 80, Locust Bean Gum, Natural and Artificial Flavors, Enzymes",110,45,5,3,6,0.5,cup
Cafe Cremes,Cappuccino Sandwich Cookies,,"Enriched Flour,Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate,Vitamin B1, Riboflavin,Vitamin B2, Folic Acid, Sugar, Partially Hydrogenated Oils, Whey,from Milk, High Fructose Corn Syrup, Salt, Leavening,Baking Soda, Calcium Phosphate, Cornstarch, Cocoa, Natural and Artificial Flavors, Soy Lecithin,Emulsifier",160,70,8,1,10,2,ea
Usana,"Nutrimeal Nutritious Meal Replacement Shake, French Vanilla",,,240,70,7,1,9,3,scoops
Mu Mu Muesli,"Cereal, Flax Seeds Dates Almonds Raisins Cranberries Coconut",,,210,55,6,2,10,0.5,cup
Simply To Go,Cheese & Grapes Snack,,,270,170,19,12,1,1,snack cup
Montchevre,"Goat Milk Feta, Crumbled",,,70,50,6,4,4,0.5,inch slice
DeBoles,"Pasta, Organic Spaghetti Made W/Jerusalem Artichoke Flour 8 Oz",Organic Spaghetti Made W/Jerusalem Artichoke Flour 8 Oz,"Organic Durum Wheat Semolina, Organic Jerusalem Artichoke Flour Contains: Wheat",210,10,1,0,4,56,G
Jell-O,"Reduced Calorie Pudding & Pie Filling, Chocolate","Sugar Free/Fat Free, Chocolate","Cornstarch, Cocoa Processed with Alkali, Modified Cornstarch, Salt, Contains Less than 2% of Natural and Artificial Flavor, Calcium Carrageenan,Thickener, Fumaric Acid, Aspartame,Phenylketonurics: Contains Phenylalanine and Acesulfame Potassium,Sweeteners, Polysorbate 60,Prevents Scorching, Red 40, Yellow 5 Blue 2",30,0,0,0,6,0.16,package
Stater Bros.,Wheat Rolls,,,70,10,1,0,12,1,roll
Butter Braid,"Braided Pastry, Cherry",,,150,40,4.5,2.5,11,1,inch slice
Snak Club,"Candy, Assorted Fruit, Snack Size","Assorted Fruit, Snack Size","Corn Syrup, Sugar, Contains 2% or Less of: Malic Acid, Natural and Artificial Flavor, and Artificial Color,Red 40, Blue 1, Yellow 5, and Yellow 6",60,0,0,0,5,2.5,pieces
Lea & Perrins,"Marinade in A Bag, Cracked Peppercorn",Cracked Peppercorn,"Distilled White Vinegar, High Fructose Corn Syrup, Water, Lea and Perrins Worcestershire Sauce,Distilled White Vinegar Molasses, Sugar, Water, Salt, Onions, Anchovies Garlic, Cloves, Tamarind Extract, Natural Flavorings, Chili Pepper Extract, Molasses, Black and White Pepper, Dehydrated Garlic, Salt, Modified Cornstarch, Dehydrated Roasted Garlic, Xanthan Gum, Garlic Powder, Dehydrated Onion, Caramel Color, Onion Powder, Citric Acid, Sodium Benzoate and Potassium Sorbate Added as Preservatives, Soybean Oil, Mono- and Diglycerides, Soy Lecithin, Garlic Extract",15,0,0,0,21,1,tbsp
Shaw's,"Cooking Spray, Vegetable Oil",Vegetable Oil,"Soybean Oil,Adds a Trivial Amount of Fat, Soy Lecithin, Dimethyl Silicone,for Anti-Foaming, Propellant",0,0,0,0,565,0.25,sec spray
La Preferida,"Kidney Beans, Light Red",Light Red,"Prepared Light Red Kidney Beans, Water, Sugar, Salt, Calcium Chloride and Disodium EDTA,for Color Retention",120,10,1,0,3.5,0.5,cup
Lindt Lindor,"Milk Chocolate Truffles, Milk and White",,,230,160,18,13,17,3,balls
Cascade Pride,Honey Wheat Berry Bread,,,90,10,1,0,16,1,slice
Season,"Skinless & Boneless Sardines, in Water",in Water,"Sardines, Water, Salt",160,70,8,2,1,85,g
Nestle Dolcetto,"Frozen Dessert Cake, Vanilla Chocolate Allure",,,90,45,5,3.5,0,0.1,cake
World Harbors,Island Mango Marinade Sweet and Tangy,,"High Fructose Corn Syrup, Water, Mango Puree, Vinegar, Modified Food Starch, Lemon Juice Concentrate, Sea Salt, Canola Oil, Red Bell Pepper,Dried, Onion,Dried, Xanthan Gum, Potassium Sorbate,as a Preservative, Garlic,Dried, Crushed Red Pepper, Sodium Benzoate,as a Preservative, Jalapeno, Spices, Citric Acid",25,0,0,0,32,1,tbsp
Back to Nature,Nantucket Blend,,,130,70,8,0.5,26,3,tbsp
Acme Bread,Sour Baguette,,,120,0,0,0,4,2,oz
Medi WEightloss,Maple Brown Sugar Oatmeal,,,100,10,1,0,7,1,packet
Chobani Greek Yogurt,"Nonfat Yogurt, Vanilla Blended",,,120,0,0,0,0,1,container
Barq's Diet,"Creme Soda, French Vanilla Contour",French Vanilla Contour,"Carbonated Water, Natural And Artificial Flavors, Aspartame, Sodium Benzoate,to Protect Taste, Caramel Color, Citric Acid, Acacia",0,0,0,0,6,360,ml
Fox's U-Bet,Strawberry Syrup,,"High Fructose Corn Syrup and/or Sugar, Water, Strawberry and Other Natural Flavors, Citric Acid, Red 40, Xanthan Gum, Sodium Benzoate",80,0,0,0,11,2,tbls
Resource,"Medical Food Nutritional Formula, with Fiber for Children 1-10 Years, French Vanilla","with Fiber for Children 1-10 Years, French Vanilla","Water, Hydrolyzed Cornstarch, Sugar, Sodium and Calcium Caseinate, High Oleic Sunflower Oil, Soybean Oil, Medium Chain Triglycerides, Whey Protein Concentrate, Soy Fiber, Partially Hydrolyzed Guar Gum, Calcium Phosphate Tribasic, Potassium Citrate, Natural and Artificial Flavor, Soy Lecithin, Magnesium Phosphate Tribasic, Carrageenan, Choline Chloride, Sodium Chloride, Ascorbic Acid, Potassium Hydroxide, Taurine, M-Inositol, Ferrous Sulfate, Zinc Sulfate, Alpha Tocopheryl Acetate, Niacinamide, Calcium Pantothenate, L-Carnitine, Manganese Sulfate, Copper Gluconate, Thiamine Hydrochloride, Pyridoxine Hydrochloride, BHA/BHT,to Preserve Freshness, Riboflavin, Beta Carotene, Vitamin A Palmitate, Folic Acid, Biotin, Chromic Acetate, Potassium Iodide, Sodium Molybdate, Sodium Selenite, Phytonadione,Vitamin K1, Cholecalciferol,Vitamin D3, Cyanocobalamin,Vitamin B12",237,0,11,0,6,8,fl oz
The Pure Pantry,"Pancake and Baking Mix, Organic Buckwheat Flax",,,110,45,4,0,42,2,pancakes
