day;dteday;season;yr;mnth;holiday;weekday;workingday;weathersit;temp_celsius;windspeed_kh;atemp;hum;casual;registered;cnt
638;29/09/2012;4;1;9;0;6;0;1;22,2425;15,249468;0,530296;54,2917;2589;5966;8555
639;30/09/2012;4;1;9;0;0;0;1;21,593347;9,042186;0,517663;58,3333;2015;4874;6889
640;01/10/2012;4;1;10;0;1;1;2;21,354153;6,0838814;0,512;64,9167;763;6015;6778
641;02/10/2012;4;1;10;0;2;1;3;24,224153;6,999825;0,542333;87,1667;315;4324;4639
642;03/10/2012;4;1;10;0;3;1;2;26,9575;4,4585686;0,599133;79,375;728;6844;7572
643;04/10/2012;4;1;10;0;4;1;2;26,9575;7,875582;0,607975;72,2917;891;6437;7328
644;05/10/2012;4;1;10;0;5;1;1;25,215;7,12545;0,580187;62,75;1516;6640;8156
645;06/10/2012;4;1;10;0;6;0;1;22,720847;17,957675;0,538521;66,4167;3031;4934;7965
646;07/10/2012;4;1;10;0;0;0;2;17,049153;9,457854;0,419813;70,8333;781;2729;3510
647;08/10/2012;4;1;10;1;1;0;2;15,716653;12,708493;0,387608;70,9583;874;4604;5478
648;09/10/2012;4;1;10;0;2;1;2;18,313347;12,7501;0,438112;76,1667;601;5791;6392
649;10/10/2012;4;1;10;0;3;1;1;21,080847;12,584007;0,503142;63,0833;780;6911;7691
650;11/10/2012;4;1;10;0;4;1;1;17,835;12,166932;0,431167;46,3333;834;6736;7570
651;12/10/2012;4;1;10;0;5;1;1;17,9375;15,751164;0,433071;53,9167;1060;6222;7282
652;13/10/2012;4;1;10;0;6;0;1;16,126653;9,791514;0,391396;49,4583;2252;4857;7109
653;14/10/2012;4;1;10;0;0;0;1;21,388347;18,667004;0,508204;64,0417;2080;4559;6639
654;15/10/2012;4;1;10;0;1;1;2;23,028347;19,834479;0,53915;70,75;760;5115;5875
655;16/10/2012;4;1;10;0;2;1;1;19,201653;12,208807;0,460846;55,8333;922;6612;7534
656;17/10/2012;4;1;10;0;3;1;1;18,689153;6,791857;0,450108;69,2917;979;6482;7461
657;18/10/2012;4;1;10;0;4;1;2;21,4225;15,874779;0,512625;72,8333;1008;6501;7509
658;19/10/2012;4;1;10;0;5;1;2;23,096653;9,041918;0,537896;81,5;753;4671;5424
659;20/10/2012;4;1;10;0;6;0;1;19,850847;7,874979;0,472842;57,2917;2806;5284;8090
660;21/10/2012;4;1;10;0;0;0;1;19,030847;11,125618;0,456429;51;2132;4692;6824
661;22/10/2012;4;1;10;0;1;1;1;19,9875;5,4593811;0,482942;56,8333;830;6228;7058
662;23/10/2012;4;1;10;0;2;1;1;22,310847;6,3345686;0,530304;64,1667;841;6625;7466
663;24/10/2012;4;1;10;0;3;1;1;24,0875;4,8762064;0,558721;63,625;795;6898;7693
664;25/10/2012;4;1;10;0;4;1;2;22,55;8,333125;0,529688;80,0417;875;6484;7359
665;26/10/2012;4;1;10;0;5;1;2;22,379153;8,875289;0,52275;80,7083;1182;6262;7444
666;27/10/2012;4;1;10;0;6;0;2;21,73;15,791364;0,515133;72;2643;5209;7852
667;28/10/2012;4;1;10;0;0;0;2;19,5775;26,666536;0,467771;69,4583;998;3461;4459
668;29/10/2012;4;1;10;0;1;1;3;18,04;23,9994;0,4394;88;2;20;22
669;30/10/2012;4;1;10;0;2;1;2;13,045462;14,271603;0,309909;82,5455;87;1009;1096
670;31/10/2012;4;1;10;0;3;1;2;14,6575;11,166689;0,3611;66,6667;419;5147;5566
671;01/11/2012;4;1;11;0;4;1;2;14,999153;10,542182;0,369942;58,1667;466;5520;5986
672;02/11/2012;4;1;11;0;5;1;1;14,555;17,833725;0,356042;52,2083;618;5229;5847
673;03/11/2012;4;1;11;0;6;0;2;14,076653;18,125443;0,323846;49,125;1029;4109;5138
674;04/11/2012;4;1;11;0;0;0;1;13,359153;12,000236;0,329538;53,2917;1201;3906;5107
675;05/11/2012;4;1;11;0;1;1;1;13,085847;15,833775;0,308075;49,4167;378;4881;5259
676;06/11/2012;4;1;11;0;2;1;1;11,514153;11,625371;0,281567;56,7083;466;5220;5686
677;07/11/2012;4;1;11;0;3;1;2;12,129153;20,375236;0,274621;54,75;326;4709;5035
678;08/11/2012;4;1;11;0;4;1;1;14,439134;23,304945;0,341891;33,3478;340;4975;5315
679;09/11/2012;4;1;11;0;5;1;1;14,828347;14,375386;0,355413;54,0833;709;5283;5992
680;10/11/2012;4;1;11;0;6;0;1;15,955847;3,8756686;0,393937;64,5417;2090;4446;6536
681;11/11/2012;4;1;11;0;0;0;1;17,254153;8,5425;0,421713;65,9167;2290;4562;6852
682;12/11/2012;4;1;11;1;1;0;1;19,885;11,625639;0,475383;74,1667;1097;5172;6269
683;13/11/2012;4;1;11;0;2;1;2;14,076653;22,917082;0,323225;66,2917;327;3767;4094
684;14/11/2012;4;1;11;0;3;1;1;11,855847;13,374875;0,281563;55,2083;373;5122;5495
685;15/11/2012;4;1;11;0;4;1;2;13,188347;10,250129;0,324492;62,0417;320;5125;5445
686;16/11/2012;4;1;11;0;5;1;1;14,145;11,458675;0,347204;52,4583;484;5214;5698
687;17/11/2012;4;1;11;0;6;0;1;13,325;12,041843;0,326383;54,5417;1313;4316;5629
688;18/11/2012;4;1;11;0;0;0;1;14,0425;15,250004;0,337746;69,2917;922;3747;4669
689;19/11/2012;4;1;11;0;1;1;2;15,614153;15,749489;0,375621;62,3333;449;5050;5499
690;20/11/2012;4;1;11;0;2;1;2;15,340847;5,542575;0,380667;68,5;534;5100;5634
691;21/11/2012;4;1;11;0;3;1;1;14,486653;6,917482;0,364892;61,375;615;4531;5146
692;22/11/2012;4;1;11;1;4;0;1;13,94;3,5423436;0,350371;58,0417;955;1470;2425
693;23/11/2012;4;1;11;0;5;1;1;15,101653;9,917407;0,378779;56,875;1603;2307;3910
694;24/11/2012;4;1;11;0;6;0;1;11,411653;25,250357;0,248742;40,4583;532;1745;2277
695;25/11/2012;4;1;11;0;0;0;1;10,079153;10,0835;0,257583;46,8333;309;2115;2424
696;26/11/2012;4;1;11;0;1;1;1;12,846653;3,12555;0,339004;53,5417;337;4750;5087
697;27/11/2012;4;1;11;0;2;1;2;11,958347;15,916654;0,281558;78,6667;123;3836;3959
698;28/11/2012;4;1;11;0;3;1;1;12,163347;14,125007;0,289762;50,625;198;5062;5260
699;29/11/2012;4;1;11;0;4;1;1;11,51567;7,739974;0,298422;55,5652;243;5080;5323
700;30/11/2012;4;1;11;0;5;1;1;12,231653;3,9175436;0,323867;64,9583;362;5306;5668
701;01/12/2012;4;1;12;0;6;0;2;12,231653;4,0001814;0,316904;80,6667;951;4240;5191
702;02/12/2012;4;1;12;0;0;0;2;14,2475;8,333393;0,359208;82,3333;892;3757;4649
703;03/12/2012;4;1;12;0;1;1;1;18,5525;5,5422936;0,455796;76,75;555;5679;6234
704;04/12/2012;4;1;12;0;2;1;1;19,509153;11,666643;0,469054;73,375;551;6055;6606
705;05/12/2012;4;1;12;0;3;1;1;17,971653;21,709407;0,428012;48,5;331;5398;5729
706;06/12/2012;4;1;12;0;4;1;1;10,489153;11,708518;0,258204;50,875;340;5035;5375
707;07/12/2012;4;1;12;0;5;1;2;13,154153;8,7502;0,321958;76,4167;349;4659;5008
708;08/12/2012;4;1;12;0;6;0;2;15,648347;6,792393;0,389508;91,125;1153;4429;5582
709;09/12/2012;4;1;12;0;0;0;2;15,750847;10,584325;0,390146;90,5417;441;2787;3228
710;10/12/2012;4;1;12;0;1;1;2;17,869153;12,750636;0,435575;92,5;329;4841;5170
711;11/12/2012;4;1;12;0;2;1;2;14,486653;19,834479;0,338363;59,6667;282;5219;5501
712;12/12/2012;4;1;12;0;3;1;2;12,1975;10,916779;0,297338;53,8333;310;5009;5319
713;13/12/2012;4;1;12;0;4;1;1;12,129153;11,666643;0,294188;48,5833;425;5107;5532
714;14/12/2012;4;1;12;0;5;1;1;11,548347;8,792343;0,294192;64,2917;429;5182;5611
715;15/12/2012;4;1;12;0;6;0;1;13,290847;7,12545;0,338383;65,0417;767;4280;5047
716;16/12/2012;4;1;12;0;0;0;2;14,8625;6,749714;0,369938;83,875;538;3248;3786
717;17/12/2012;4;1;12;0;1;1;2;16,126653;6,5833061;0,4015;90,7083;212;4373;4585
718;18/12/2012;4;1;12;0;2;1;1;16,844153;14,834068;0,409708;66,625;433;5124;5557
719;19/12/2012;4;1;12;0;3;1;1;13,6325;12,334164;0,342162;62,5417;333;4934;5267
720;20/12/2012;4;1;12;0;4;1;2;13,53;8,875021;0,335217;66,7917;314;3814;4128
721;21/12/2012;1;1;12;0;5;1;2;13,393347;25,083661;0,301767;55,6667;221;3402;3623
722;22/12/2012;1;1;12;0;6;0;1;10,899153;27,292182;0,236113;44,125;205;1544;1749
723;23/12/2012;1;1;12;0;0;0;1;10,079153;8,916561;0,259471;51,5417;408;1379;1787
724;24/12/2012;1;1;12;0;1;1;2;9,483464;5,1744368;0,2589;79,1304;174;746;920
725;25/12/2012;1;1;12;1;2;0;2;11,943464;11,304642;0,294465;73,4783;440;573;1013
726;26/12/2012;1;1;12;0;3;1;3;9,976653;21,208582;0,220333;82,3333;9;432;441
727;27/12/2012;1;1;12;0;4;1;2;10,420847;23,458911;0,226642;65,2917;247;1867;2114
728;28/12/2012;1;1;12;0;5;1;2;10,386653;10,416557;0,255046;59;644;2451;3095
729;29/12/2012;1;1;12;0;6;0;2;10,386653;8,333661;0,2424;75,2917;159;1182;1341
730;30/12/2012;1;1;12;0;0;0;1;10,489153;23,500518;0,2317;48,3333;364;1432;1796
731;31/12/2012;1;1;12;0;1;1;2;8,849153;10,374682;0,223487;57,75;439;2290;2729
